ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2019-08-06,47,50073,567,Employed,High School,25,14356,96,Single,0,Mortgage,204,0.2819205850164325,1,0,0.3868606555216041,0,Debt Consolidation,0,22,25,2920,763,72604,6365,4172.75,0.8148031922088547,8,66239,0.265856,0.270140253057664,366.41055417903607,0.13669895253227154,0,52.0
2019-08-07,67,18631,618,Employed,High School,42,23041,36,Married,0,Rent,275,0.33016270922706753,3,2,0.1951929570722009,0,Debt Consolidation,0,25,13,981,2171,208950,5528,1552.5833333333333,0.7001696635895108,7,203422,0.19904100000000002,0.16955939116925903,820.9693315946622,0.7059004873133996,0,45.0
2019-08-08,42,54781,574,Employed,Bachelor,17,23965,12,Married,0,Rent,341,0.3608292877413388,4,1,0.6982375833266787,0,Debt Consolidation,0,34,26,3489,331,101061,4705,4565.083333333333,0.665037009735625,3,96356,0.201965,0.20478650563019835,2225.479544569906,0.5621977425537846,0,56.0
2019-08-09,42,104824,657,Unemployed,Master,21,24713,60,Married,1,Own,237,0.16508119245442557,5,3,0.3935355500794226,0,Auto,0,28,11,3414,2625,345683,7917,8735.333333333334,0.6914653615415192,1,337766,0.20121299999999998,0.23459527046468134,703.2112027486465,0.10763312250041744,1,34.4
2019-08-10,34,29521,558,Unemployed,Doctorate,14,22914,60,Married,2,Mortgage,781,0.677023714047197,7,1,0.2894717781736163,0,Auto,0,26,18,7912,912,47959,104223,2460.0833333333335,0.8645850774384937,2,8359,0.24891399999999997,0.2668790767537824,695.418549906745,0.6001498119603312,0,59.0
2019-08-11,29,18550,551,Employed,Bachelor,7,26168,12,Single,2,Mortgage,265,0.2200993669347555,2,1,0.3075058693959771,0,Auto,1,29,14,10003,330,28729,8107,1545.8333333333333,0.9108616412153269,6,20622,0.215668,0.21440899138499253,2442.1418853786427,1.7512508153392838,0,62.0
2019-08-12,49,98710,594,Employed,High School,28,65899,24,Single,1,Rent,597,0.3442904997540705,4,2,0.1809354436001935,0,Home,0,23,5,428,967,94877,25033,8225.833333333334,0.9505897492684979,8,69844,0.243899,0.20673901803258793,3375.717143491408,0.4829561920970205,0,49.0
2019-08-13,29,34975,563,Employed,High School,7,79272,60,Married,1,Mortgage,442,0.15251319512232336,0,1,0.11456328984352598,0,Home,0,21,8,1395,1670,14330,116709,2914.5833333333335,0.673085584483452,7,6030,0.302772,0.33166237273164595,2720.9976589735484,1.0852315055806312,0,51.0
2019-08-14,40,126072,650,Employed,Master,15,16000,96,Single,1,Mortgage,409,0.043968905891708904,3,2,0.2806349534248632,0,Home,0,21,10,3245,499,178204,28779,10506.0,0.8838709352322082,4,149425,0.22600000000000003,0.22755796660353758,363.2506699946582,0.07350567961114203,1,31.200000000000003
2019-08-15,34,47716,571,Employed,Bachelor,12,6911,96,Single,1,Rent,848,0.3780027416710624,1,1,0.021267644518872832,0,Auto,0,21,6,8885,4495,42118,14764,3976.3333333333335,0.7636557567472048,8,27354,0.256411,0.2631713631880644,173.13847733563924,0.2568040432565108,0,53.0
2019-08-16,45,44974,604,Employed,Bachelor,23,29665,36,Married,2,Own,130,0.33139800056967117,2,0,0.14863816587272463,0,Home,0,33,15,5351,2721,150050,1660,3747.8333333333335,0.9566611540952499,3,148390,0.212665,0.2056215844860654,1110.973149057769,0.3311174854069735,0,44.0
2019-08-17,44,67816,610,Employed,Bachelor,21,24176,48,Married,0,Rent,365,0.07328776907853798,2,0,0.6153360612969697,0,Auto,0,17,8,878,2069,86228,17204,5651.333333333333,0.9012706141779524,5,69024,0.214176,0.2297306234686237,774.5196119847639,0.20163730305263014,0,53.0
2019-08-18,52,31036,620,Employed,Bachelor,28,37440,12,Married,3,Mortgage,235,0.22423661130611447,3,0,0.5250081766411104,0,Debt Consolidation,0,23,22,3693,856,57431,33266,2586.3333333333335,0.9079271180761431,6,24165,0.19244000000000003,0.21336268330980013,3492.224876705742,1.441123164082643,0,56.0
2019-08-19,33,66213,651,Employed,Master,15,25398,48,Married,2,Own,151,0.077901900471191,1,2,0.0679331666996578,0,Debt Consolidation,1,23,4,6772,2549,82910,17932,5517.75,0.9422380305961129,3,64978,0.19489800000000002,0.20088775700333292,774.0721575191699,0.16765387295893613,0,50.0
2019-08-20,36,34090,432,Employed,High School,15,22681,72,Widowed,0,Rent,221,0.16770987861720438,1,2,0.06687557973481704,0,Debt Consolidation,0,28,24,1222,3476,14319,18182,2840.8333333333335,0.6212305221808566,2,6726,0.321681,0.36827968491927265,785.1495474377275,0.3541740853403558,0,50.0
2019-08-21,28,19094,578,Employed,Bachelor,5,38733,72,Married,1,Other,406,0.2584661923407221,3,0,0.27107901205579554,0,Debt Consolidation,0,30,29,1438,599,39787,6422,1591.1666666666667,0.7014432679128437,6,33365,0.264733,0.2914593423081853,1144.007811697715,0.9741329077392153,0,54.0
2019-08-22,34,60042,607,Employed,Master,9,41539,48,Single,4,Mortgage,280,0.09138479519599817,1,2,0.33533624893367003,0,Home,0,26,9,1698,1087,133633,141874,5003.5,0.7961386854370193,3,4836,0.233039,0.24157696059151032,1357.8715596196398,0.32734517030471466,0,51.0
2019-08-23,44,42071,635,Employed,High School,22,11011,24,Married,0,Mortgage,631,0.11059720137509704,2,0,0.29929041174405246,0,Debt Consolidation,0,24,5,1469,933,15864,14669,3505.9166666666665,0.8589783316758559,4,1195,0.168511,0.16335144169245686,540.8977194768781,0.33426285645034676,0,51.0
2019-08-24,49,59808,518,Self-Employed,Bachelor,30,14642,48,Married,0,Mortgage,362,0.3597051877453322,4,1,0.219952285010119,0,Home,0,20,19,2398,894,107950,46078,4984.0,0.9114208021805662,3,61872,0.250642,0.2410291847699707,478.1895436616824,0.1685773562724082,1,42.400000000000006
2019-08-25,28,23171,527,Employed,Associate,4,20893,96,Married,1,Own,342,0.239055023124131,1,1,0.2651011283369637,0,Auto,0,20,17,2945,4460,142071,21360,1930.9166666666667,0.7932309045178652,6,120711,0.292393,0.2384051040391761,489.07661514933216,0.4304052212589869,0,50.0
2019-08-26,50,183309,635,Self-Employed,Doctorate,29,23137,36,Married,2,Other,343,0.5568299475649389,1,1,0.2919694632265623,0,Auto,1,24,2,2945,3617,31410,14856,15275.75,0.8195683855790953,4,16554,0.190637,0.1715816819679222,826.7195999683462,0.0765736281340259,1,48.800000000000004
2019-08-27,56,81464,516,Employed,High School,36,19673,36,Married,0,Other,384,0.4180089760819971,3,1,0.2800842701016119,0,Home,0,20,13,4716,3064,226248,15745,6788.666666666667,0.9115264640732407,8,210503,0.246673,0.24347900218668583,775.4260879572776,0.17078848393753474,1,38.400000000000006
2019-08-28,44,64604,585,Employed,Bachelor,23,27367,60,Married,4,Mortgage,327,0.1923705566321736,2,0,0.10169262054398598,0,Home,0,23,17,2123,1998,134879,66625,5383.666666666667,0.485432825951815,5,68254,0.239867,0.24755089081461157,799.3330000058667,0.20921298990883538,0,47.0
2019-08-29,62,43585,559,Self-Employed,High School,40,36244,60,Single,2,Own,263,0.7294999587254416,1,1,0.5814571632098837,0,Other,0,21,26,1051,1152,238153,12485,3632.0833333333335,0.8680716928683697,3,225668,0.261744,0.2637167714872305,1093.1517161173322,0.3733812227465409,0,60.0
2019-08-30,30,16828,521,Employed,Bachelor,9,52122,96,Divorced,3,Rent,661,0.552124432226568,1,3,0.18635388357669525,0,Education,0,31,29,1160,930,86473,32667,1402.3333333333333,0.7755229504062595,3,53806,0.326622,0.3572681525787263,1650.5278895599026,1.6483441095031397,0,51.0
2019-08-31,25,127173,479,Employed,High School,7,29420,48,Married,1,Own,295,0.29306812168342644,1,2,0.10417695338026321,0,Auto,0,20,25,4915,1714,39654,29409,10597.75,0.7456172426521179,6,10245,0.28492,0.2929890224756319,1047.333565764021,0.12666212788224113,1,38.400000000000006
2019-09-01,18,35197,579,Employed,High School,0,14383,48,Single,3,Mortgage,333,0.13022718992482268,2,1,0.12985970639604497,0,Debt Consolidation,0,31,14,1391,229,192848,9868,2933.0833333333335,0.7139904839288256,4,182980,0.21988300000000002,0.2053365131919116,441.7797783913468,0.26415198285922553,0,46.0
2019-09-02,57,29184,551,Self-Employed,Associate,32,20461,48,Single,1,Rent,500,0.39466263582400496,1,3,0.2251216969149666,0,Debt Consolidation,0,33,11,4390,2682,60607,8802,2432.0,0.7616469942470799,4,51805,0.239961,0.22358394817784127,648.6335489219522,0.4722999789975133,0,55.0
2019-09-03,47,78723,536,Employed,Master,23,21212,96,Divorced,0,Mortgage,473,0.4019183602893119,4,2,0.27484668825829106,0,Home,0,21,7,4803,2883,153185,33524,6560.25,0.6676119402519272,4,119661,0.288212,0.30266498950443177,588.9022584206322,0.16186917547664073,0,50.0
2019-09-04,39,92552,516,Employed,High School,19,28490,72,Married,4,Mortgage,258,0.21004089105301887,1,2,0.07289359890556743,0,Debt Consolidation,1,26,26,8458,436,38143,133679,7712.666666666667,0.9588929941885054,4,2316,0.28549,0.2536983306917982,773.918269594059,0.1337952635829448,0,55.0
2019-09-05,43,46295,630,Employed,High School,21,26744,72,Married,0,Own,588,0.29106018593230937,4,0,0.44216481180180633,0,Other,0,23,2,1188,284,34742,5452,3857.9166666666665,0.8662863055738731,8,29290,0.226744,0.2209698468450175,673.5136019640115,0.3269934814465523,0,58.0
2019-09-06,26,106844,597,Employed,Bachelor,4,61402,24,Divorced,4,Mortgage,527,0.23767261577659962,5,2,0.22187336518216952,0,Education,0,34,3,1292,1897,28498,12798,8903.666666666666,0.7072993155980797,4,15700,0.23790199999999997,0.2508097791148943,3279.613353090997,0.4275332282308035,0,54.0
2019-09-07,69,128326,656,Employed,Bachelor,45,17487,72,Divorced,1,Own,440,0.48459148724219714,3,1,0.11887322431107114,0,Education,0,20,11,7094,237,246523,22304,10693.833333333334,0.9096264276890302,1,224219,0.204487,0.18538089427312562,404.1775547002521,0.07894059392798829,1,31.200000000000003
2019-09-08,41,27768,532,Employed,Master,17,26698,48,Married,5,Mortgage,325,0.434133935763824,5,1,0.18605981118226977,0,Debt Consolidation,0,23,3,469,1481,115073,24363,2314.0,0.8726735705570631,8,90710,0.255698,0.24256724930671092,874.1972954967298,0.5182356506035998,0,54.0
2019-09-09,41,28880,552,Employed,High School,20,71493,12,Single,1,Rent,329,0.2569973743428227,1,2,0.49964449150393053,0,Debt Consolidation,0,28,1,5529,508,13611,19003,2406.6666666666665,0.5747727913056931,8,8073,0.260493,0.260356297578725,6830.975792021881,2.9750591933608925,0,62.0
2019-09-10,48,97641,491,Employed,Bachelor,25,16438,24,Single,3,Rent,364,0.4089938726799176,5,3,0.5048060233169901,0,Other,0,29,19,8574,266,43917,251793,8136.75,0.9834575438577475,6,1085,0.245938,0.250448554912609,877.6910414662628,0.15260282563262517,1,46.400000000000006
2019-09-11,45,15000,544,Employed,High School,22,23684,60,Married,0,Own,217,0.20230691011393695,3,1,0.3008264658952518,0,Home,0,32,14,480,2270,74897,17039,1250.0,0.8867899580447589,4,57858,0.256684,0.2674187139801885,719.5491670986263,0.749239333678901,0,54.0
2019-09-12,42,42722,597,Employed,High School,17,13733,48,Married,1,Other,395,0.15903058769143405,3,0,0.21304218185880447,0,Debt Consolidation,0,25,28,3418,4489,272232,4740,3560.1666666666665,0.9066302623064978,4,267492,0.210233,0.21129354015754906,426.20794107235247,0.2306655889908766,1,36.800000000000004
2019-09-13,30,20836,567,Self-Employed,Bachelor,6,22949,84,Married,2,Mortgage,630,0.2460316915909828,4,0,0.03345715417201706,0,Education,0,25,17,1812,742,45080,92994,1736.3333333333333,0.6855504304549443,9,7179,0.264449,0.26174166079087785,598.215523467675,0.707361599232679,0,55.0
2019-09-14,45,47846,595,Employed,Bachelor,21,14911,60,Married,3,Rent,625,0.5721637762616858,2,1,0.04822885600306463,0,Auto,0,21,19,13269,2530,172553,7115,3987.1666666666665,0.7922728630088117,5,165438,0.22241100000000003,0.21527491168238444,407.8297283380759,0.25903851398354955,1,38.400000000000006
2019-09-15,62,61803,636,Employed,Bachelor,39,37175,12,Married,0,Own,333,0.10525395720709568,3,0,0.12517312403678485,0,Debt Consolidation,0,31,19,16423,511,326686,19955,5150.25,0.8857773884894855,7,306731,0.18417500000000003,0.20531162652213497,3453.1451679932516,0.735138132710694,0,40.0
2019-09-16,56,42545,559,Employed,Associate,31,23710,60,Single,1,Mortgage,686,0.3048245068634168,2,4,0.206361072841645,0,Other,0,22,28,33898,2683,36581,10339,3545.4166666666665,0.9465931935247862,5,26242,0.24921,0.2287547981268579,666.7009076814709,0.3815351014732084,0,53.0
2019-09-17,59,24039,559,Employed,Associate,36,13798,36,Single,1,Rent,1046,0.19194520890645794,4,1,0.5660381045509226,0,Home,0,20,21,13221,675,63875,9866,2003.25,0.7091789373653717,4,54009,0.219298,0.24109795165547582,542.130654581571,0.792777064560874,0,57.0
2019-09-18,33,26028,582,Employed,Associate,12,33532,48,Married,0,Other,344,0.38947418593485517,3,1,0.19187322040040683,0,Other,0,22,19,12865,4595,31353,5923,2169.0,0.8625283254866905,2,25430,0.23753200000000002,0.23772864769882346,1088.9984563587095,0.660672409570636,0,52.0
2019-09-19,28,195952,532,Self-Employed,Doctorate,3,24096,60,Single,1,Other,570,0.029469585279998083,1,0,0.2401622473564343,0,Home,0,25,26,42240,116,257564,43105,16329.333333333334,0.6649596206166237,5,214459,0.263096,0.25849890924147406,719.3057646767696,0.07895642390034925,1,38.400000000000006
2019-09-20,38,116770,601,Employed,High School,14,35468,84,Married,3,Mortgage,130,0.1478082659977269,3,0,0.20613830383654652,0,Home,0,27,19,3452,652,106255,58613,9730.833333333334,0.8094013074036901,3,47642,0.259968,0.26526619061188433,932.6600161436152,0.10920544826345278,0,47.0
2019-09-21,40,20488,546,Employed,High School,18,12408,48,Married,1,Other,215,0.2714091921153244,4,2,0.022421966660969333,0,Home,0,25,1,5604,764,38758,37292,1707.3333333333333,0.8543552720736858,4,1466,0.234408,0.21450880228264765,387.2377985253777,0.35273592260369646,0,56.0
2019-09-22,53,129173,640,Employed,Associate,31,26487,72,Widowed,1,Own,422,0.038940059292073254,0,1,0.2884803889155209,0,Other,0,25,25,14506,228,22616,97338,10764.416666666666,0.9635767696536776,4,2855,0.22148700000000002,0.2416012511646434,699.8956665877963,0.10422261617407319,1,36.800000000000004
2019-09-23,19,36390,580,Self-Employed,Bachelor,0,32424,72,Divorced,4,Rent,243,0.685299238504835,3,2,0.041214592413590476,0,Debt Consolidation,0,21,11,2728,2234,32114,10056,3032.5,0.7969543670041517,4,22058,0.257424,0.2729322153141997,919.5842962653561,0.38337487098610257,0,56.0
2019-09-24,58,44715,617,Employed,High School,35,17824,48,Married,0,Rent,1118,0.5004885117734703,2,0,0.48008125545570857,0,Home,0,28,1,1404,1050,23280,16225,3726.25,0.8133710880779316,3,7055,0.20432400000000003,0.19339266814541572,536.1359349462874,0.443914373685686,0,59.0
2019-09-25,38,46636,459,Self-Employed,Master,15,11736,48,Married,2,Own,543,0.16651096252726996,3,1,0.22920334922210225,0,Education,0,22,23,1624,2388,34315,10902,3886.3333333333335,0.8182714024655418,4,23413,0.277236,0.290614830977812,416.18435252015195,0.2468095940955876,0,55.0
2019-09-26,34,28064,499,Employed,High School,11,21572,60,Single,2,Other,653,0.12284269552966741,1,0,0.5085383360150797,0,Home,0,19,7,2191,523,32164,35150,2338.6666666666665,0.6185840557193671,4,9656,0.277072,0.2616222938712712,647.9492457102577,0.5562781837415585,0,60.0
2019-09-27,27,91405,596,Employed,Master,1,40703,12,Married,3,Own,397,0.056957798766519165,1,0,0.11645440503678367,0,Debt Consolidation,0,23,8,2867,365,102942,26841,7617.083333333333,0.7135688505332096,4,76101,0.20770300000000003,0.18745913482239046,3746.115137204754,0.5439240921881412,0,47.0
2019-09-28,20,41677,559,Employed,High School,0,38675,84,Married,2,Mortgage,244,0.23833442503511718,4,1,0.2819439638203043,0,Auto,1,26,7,1553,631,27165,4687,3473.0833333333335,0.847318125238637,8,22478,0.284175,0.2923884715978249,1086.1077416811877,0.38297605154339925,0,60.0
2019-09-29,49,38007,647,Employed,Bachelor,26,17779,72,Married,2,Mortgage,311,0.3672245687160964,3,2,0.149683150670907,0,Home,0,19,15,553,328,99444,81884,3167.25,0.8524090244209224,2,17560,0.209279,0.2061218161791457,432.189711991885,0.2346482633173526,0,48.0
2019-09-30,40,22585,582,Employed,Master,16,11596,36,Married,0,Rent,458,0.16413361100110188,5,1,0.1902128959782845,0,Debt Consolidation,1,26,26,10522,787,30448,8752,1882.0833333333333,0.6201297003601561,4,21696,0.205596,0.20296332735199624,432.7017815740258,0.4732531051090684,0,57.0
2019-10-01,24,20974,509,Employed,High School,4,17754,120,Single,1,Own,293,0.05152151734264047,2,2,0.3073062825463348,0,Education,0,27,16,29657,4194,33851,4512,1747.8333333333333,0.8332301047569518,4,29339,0.31825400000000004,0.3513623143948864,536.6541411128869,0.4746757744519235,0,55.0
2019-10-02,24,19639,534,Unemployed,Doctorate,1,17426,36,Divorced,3,Own,564,0.2725944776023164,3,2,0.6547206115569177,0,Debt Consolidation,0,24,22,705,1441,46707,5899,1636.5833333333333,0.98939266522333,6,40808,0.235426,0.2511709072379745,693.9343367502642,0.768634453943845,0,63.0
2019-10-03,35,50378,516,Employed,Associate,9,27535,96,Single,0,Rent,575,0.15638831161972191,2,0,0.16945431749305048,0,Debt Consolidation,0,20,27,881,2132,31966,70558,4198.166666666667,0.5239094789902932,7,9905,0.304535,0.3287985852223002,815.3158713387575,0.33117214768480463,0,49.0
2019-10-04,60,25269,629,Employed,Master,38,20899,36,Divorced,0,Rent,404,0.22879703840235993,1,1,0.4034807857054117,1,Auto,0,28,8,1541,703,18938,109437,2105.75,0.8843411780983605,4,8935,0.191399,0.1738760025553303,749.144055694439,0.5476167900721544,0,68.0
2019-10-05,36,41790,602,Employed,Bachelor,15,15113,72,Married,3,Rent,161,0.22184575101213017,3,2,0.0873493524060757,0,Debt Consolidation,0,16,10,856,429,32429,18293,3482.5,0.8021013223440083,5,14136,0.22911299999999998,0.22756649525224992,386.54835665568004,0.1572285302672448,0,48.0
2019-10-06,21,78774,499,Employed,Associate,0,38258,48,Married,2,Mortgage,950,0.2262588482751722,1,3,0.5872626765675868,0,Home,0,23,4,1926,1325,291521,48563,6564.5,0.6765530355929064,6,242958,0.28375799999999995,0.30394465991274233,1386.308568792086,0.35590045986626334,0,57.0
2019-10-07,37,72837,531,Employed,High School,17,23628,60,Single,1,Mortgage,362,0.4864568414218265,2,3,0.18582053496947173,0,Auto,0,27,13,2966,1155,39698,8454,6069.75,0.6472362681953365,8,31244,0.26312800000000003,0.29195361846988266,752.809604772794,0.18366647798884533,0,51.0
2019-10-08,36,49414,618,Employed,Associate,15,27383,36,Single,4,Rent,1563,0.49505673706848013,3,3,0.21594973525390446,0,Debt Consolidation,0,28,4,5023,3257,80159,37746,4117.833333333333,0.848247974393763,6,42413,0.203383,0.20239444732428657,1020.9943013266419,0.6275130856825941,0,54.0
2019-10-09,18,36343,494,Employed,High School,0,9297,36,Divorced,3,Own,559,0.5446848944378614,3,1,0.349033772874317,0,Debt Consolidation,0,26,19,2116,3880,30301,32443,3028.5833333333335,0.6028457084749812,3,2648,0.247297,0.2170648295366689,353.64649324693875,0.3013443556933457,0,56.0
2019-10-10,39,139502,620,Employed,High School,19,6554,24,Divorced,4,Mortgage,363,0.26079960298238025,2,0,0.23737325164837111,0,Debt Consolidation,0,15,29,13196,2846,130988,6167,11625.166666666666,0.7256633763199125,5,124821,0.171554,0.18253027989868884,328.00440150216247,0.05944038664697244,1,34.4
2019-10-11,37,61795,593,Employed,High School,14,10734,84,Married,4,Rent,504,0.06042661137399509,4,2,0.3265304677875442,0,Education,0,27,27,1122,8869,16076,21028,5149.583333333333,0.9231834249511031,3,2545,0.239234,0.2560640843210194,275.8707161226199,0.15144345972119816,0,53.0
2019-10-12,48,38738,487,Employed,Associate,24,17321,36,Married,1,Rent,146,0.30816717192295356,1,1,0.4561661760508229,0,Other,1,20,24,1675,1166,188658,22244,3228.1666666666665,0.9490712261774116,1,166414,0.25882099999999997,0.25786715606862914,695.9073896814238,0.26080047178938215,0,59.0
2019-10-13,62,24986,648,Employed,Bachelor,41,29383,60,Married,3,Mortgage,673,0.4778886763473051,2,2,0.07131740819512487,0,Education,0,20,6,30900,2074,149500,9259,2082.1666666666665,0.8265068783118628,6,140241,0.210383,0.22033092769188858,812.0794438685562,0.7132375460827133,0,48.0
